song_title,musical,subsection,year,composer,lyricist,lexical_richness,lexical_density,most_used_words,go_neutral,go_approval,go_excitement,go_curiosity,go_joy,go_admiration,go_confusion,go_realization,go_optimism,go_caring,go_love,go_desire,go_annoyance,go_surprise,go_amusement,go_relief,go_disapproval,go_pride,go_anger,go_disappointment,go_fear,go_nervousness,go_disgust,go_gratitude,go_sadness,go_embarrassment,go_grief,go_remorse
Count Your Blessings,White Christmas,Act 1,2000,Irving Berlin,Irving Berlin,0.3776,0.4545,"count, blessing, fall, asleep, worried",0.4575,0.0256,0.0105,0.0013,0.1044,0.0036,0.0021,0.0297,0.0179,0.1453,0.0019,0.007,0.0072,0.0024,0.0029,0.0534,0.003,0.0048,0.0013,0.0088,0.0144,0.053,0.0012,0.008,0.032,0.002,0.0041,0.0051
Blue Skies,White Christmas,Act 1,2000,Irving Berlin,Irving Berlin,0.5827,0.4964,"blue, day, sky, verse, good",0.1904,0.1662,0.0272,0.0014,0.1718,0.0117,0.003,0.0503,0.0557,0.1152,0.0209,0.0093,0.0083,0.0069,0.0026,0.0391,0.0041,0.0062,0.0012,0.0168,0.0052,0.0292,0.0009,0.0028,0.0246,0.0014,0.0029,0.003
I Love A Piano,White Christmas,Act 2,2000,Irving Berlin,Irving Berlin,0.5375,0.4708,"love, play, piano, run, hear",0.2405,0.0393,0.0238,0.0021,0.0626,0.058,0.0032,0.0176,0.0043,0.0019,0.6402,0.0031,0.0119,0.0039,0.0042,0.0012,0.0099,0.0012,0.007,0.0052,0.0011,0.0009,0.0029,0.0025,0.0025,0.001,0.0005,0.0006
Falling Out of Love,White Christmas,Act 2,2000,Irving Berlin,Irving Berlin,0.429,0.4257,"love, fall, fun, soon, eye",0.052,0.0403,0.0214,0.0226,0.2885,0.0047,0.0066,0.024,0.0312,0.015,0.3453,0.0123,0.0096,0.0029,0.1501,0.0074,0.0075,0.0012,0.0023,0.0257,0.0063,0.0168,0.0023,0.0007,0.1071,0.0029,0.0034,0.005
"Love , You didn't Do Right By Me",White Christmas,Act 2,2000,Irving Berlin,Irving Berlin,0.57,0.41,"love, right, send, heart, plan",0.2249,0.012,0.0012,0.0011,0.0025,0.0023,0.0027,0.0218,0.0046,0.0043,0.1417,0.0057,0.1346,0.0024,0.0013,0.0013,0.1702,0.0007,0.0327,0.2549,0.0012,0.0016,0.008,0.0024,0.1374,0.0077,0.0026,0.0219
How Deep Is The Ocean,White Christmas,Act 2,2000,Irving Berlin,Irving Berlin,0.4463,0.3719,"tell, measure, love, deep, ocean",0.1163,0.0157,0.0044,0.6197,0.0031,0.0074,0.1812,0.0066,0.0104,0.0099,0.3537,0.0076,0.0084,0.0068,0.0024,0.0004,0.0066,0.0001,0.0053,0.0129,0.0059,0.0033,0.0022,0.002,0.0273,0.0013,0.0015,0.0032
We'll Follow the Old Man,White Christmas,Act 2,2000,Irving Berlin,Irving Berlin,0.5584,0.4545,"want, stay, old, man, long",0.1787,0.0616,0.0062,0.0016,0.0161,0.0106,0.0015,0.005,0.0209,0.0303,0.8653,0.0174,0.0038,0.0008,0.0017,0.001,0.002,0.0007,0.0029,0.0021,0.0009,0.0007,0.0011,0.0033,0.0022,0.0003,0.0005,0.0011
I've Got My Love to Keep Me Warm,White Christmas,Act 2,2000,Irving Berlin,Irving Berlin,0.4766,0.4486,"storm, love, care, get, warm",0.0571,0.1371,0.0131,0.1526,0.016,0.0114,0.0321,0.0068,0.0797,0.1993,0.7999,0.0289,0.0093,0.0021,0.0013,0.0018,0.0082,0.0006,0.0089,0.0033,0.0044,0.0047,0.0012,0.0027,0.004,0.0006,0.0011,0.0035
Overture  Captain Walker,"Who's Tommy, The",Act 1,1992,Pete Townshend,Pete Townshend,0.6087,0.4783,"believe, miss, number, man, expect",0.7338,0.0088,0.0012,0.0037,0.0014,0.0009,0.0154,0.0435,0.0143,0.0026,0.0015,0.0077,0.0104,0.0078,0.0009,0.0019,0.0507,0.0004,0.0019,0.1433,0.0153,0.0078,0.0029,0.0008,0.1465,0.0029,0.0048,0.0028
It's A Boy  We've Won,"Who's Tommy, The",Act 1,1992,Pete Townshend,Pete Townshend,0.5106,0.4468,"boy, son, walker, win, nurses",0.0541,0.0266,0.5995,0.0039,0.5027,0.0252,0.0027,0.012,0.007,0.0048,0.0094,0.0057,0.0039,0.0319,0.0069,0.0121,0.0022,0.0095,0.0021,0.0021,0.0036,0.0049,0.001,0.0068,0.0041,0.0014,0.0018,0.0007
Twenty-One,"Who's Tommy, The",Act 1,1992,Pete Townshend,Pete Townshend,0.2684,0.3824,"hear, good, go, year, boy",0.4955,0.0911,0.0218,0.1093,0.0071,0.0285,0.028,0.0123,0.1364,0.0111,0.0047,0.0131,0.0579,0.0098,0.0051,0.0015,0.0166,0.0011,0.0053,0.0095,0.0027,0.0014,0.0062,0.0012,0.002,0.0025,0.0005,0.0004
Amazing Journey,"Who's Tommy, The",Act 1,1992,Pete Townshend,Pete Townshend,0.5829,0.5314,"mind, amazing, journey, know, thought",0.1984,0.2,0.0316,0.0022,0.0257,0.1581,0.0015,0.0612,0.0459,0.0812,0.1269,0.0082,0.0058,0.0165,0.001,0.0091,0.0044,0.0059,0.0008,0.016,0.0045,0.004,0.0011,0.0063,0.0229,0.0011,0.0028,0.0011
Sparks,"Who's Tommy, The",Act 1,1992,Pete Townshend,Pete Townshend,1.0,0.75,"instrumental, update, january",0.8521,0.0122,0.0222,0.0028,0.0141,0.0012,0.0051,0.049,0.0066,0.0012,0.0012,0.003,0.004,0.0073,0.0044,0.0028,0.0011,0.0011,0.0008,0.0036,0.0021,0.0019,0.0014,0.0107,0.0039,0.0014,0.001,0.001
Christmas,"Who's Tommy, The",Act 1,1992,Pete Townshend,Pete Townshend,0.4567,0.4038,"tommy, hear, know, save, believe",0.4386,0.0239,0.0133,0.4447,0.0023,0.0042,0.145,0.0091,0.0068,0.0079,0.0554,0.0032,0.0071,0.0095,0.0014,0.0005,0.0148,0.0002,0.0022,0.0082,0.0028,0.0019,0.0012,0.0005,0.006,0.0009,0.0007,0.0018
Do You Think It's Alright,"Who's Tommy, The",Act 1,1992,Pete Townshend,Pete Townshend,0.3333,0.447,"fiddle, think, alright, leave, uncle",0.5566,0.1013,0.0095,0.1342,0.1079,0.0065,0.0333,0.008,0.0129,0.0534,0.0038,0.0029,0.0105,0.0018,0.004,0.0068,0.0062,0.0008,0.0025,0.0025,0.0017,0.0023,0.0012,0.0038,0.0018,0.0007,0.0007,0.0006
Fiddle About,"Who's Tommy, The",Act 1,1992,Pete Townshend,Pete Townshend,0.2973,0.4595,"fiddle, uncle, ernie, will, wicked",0.8049,0.0341,0.0085,0.0013,0.0928,0.0055,0.0026,0.0114,0.0026,0.0033,0.0009,0.0011,0.013,0.0014,0.006,0.0057,0.0048,0.0022,0.0023,0.0022,0.0009,0.0006,0.0013,0.0035,0.0012,0.0008,0.0004,0.0003
"See Me, Feel Me","Who's Tommy, The",Act 1,1992,Pete Townshend,Pete Townshend,0.2605,0.4286,"feel, touch, heal, listen, music",0.1258,0.0674,0.6993,0.008,0.0987,0.0459,0.0024,0.004,0.0109,0.0076,0.0207,0.015,0.0033,0.0061,0.0055,0.0026,0.0016,0.0043,0.0016,0.0012,0.003,0.0025,0.001,0.0033,0.0014,0.0007,0.0006,0.0005
Cousin Kevin,"Who's Tommy, The",Act 1,1992,Pete Townshend,Pete Townshend,0.4079,0.4729,"play, cousin, let, think, game",0.4235,0.0147,0.0035,0.0463,0.0215,0.001,0.0102,0.0205,0.0099,0.0048,0.0005,0.0036,0.2396,0.0025,0.1109,0.0019,0.0392,0.0005,0.0309,0.0737,0.0014,0.0022,0.0115,0.0002,0.0089,0.0039,0.0007,0.0008
Sensation,"Who's Tommy, The",Act 1,1992,Pete Townshend,Pete Townshend,0.5362,0.5,"come, sensation, feel, love, new",0.4204,0.0486,0.0632,0.0101,0.018,0.0085,0.0031,0.0072,0.0253,0.0204,0.4534,0.0439,0.0028,0.0034,0.0013,0.0013,0.001,0.001,0.0024,0.0017,0.0028,0.0016,0.0011,0.0016,0.0024,0.0004,0.0007,0.0008
Eyesight To The Blind,"Who's Tommy, The",Act 1,1992,Pete Townshend,Pete Townshend,0.4717,0.4623,"talk, woman, wish, start, daddy",0.1215,0.1407,0.0085,0.0021,0.0083,0.1125,0.0014,0.0101,0.0937,0.3446,0.0249,0.3301,0.0072,0.0013,0.0012,0.0054,0.0046,0.0046,0.0028,0.0038,0.0058,0.0026,0.0016,0.0076,0.0031,0.0006,0.0013,0.0018
Acid Queen,"Who's Tommy, The",Act 1,1992,Pete Townshend,Pete Townshend,0.3816,0.401,"gypsy, queen, acid, pay, start",0.72,0.0758,0.0014,0.0011,0.0023,0.0052,0.0007,0.0074,0.0297,0.2057,0.0209,0.0217,0.0164,0.0004,0.0007,0.0022,0.0061,0.001,0.0052,0.009,0.002,0.0014,0.0017,0.0012,0.0232,0.0005,0.0015,0.0019
Pinball Wizard,"Who's Tommy, The",Act 1,1992,Pete Townshend,Pete Townshend,0.4843,0.5561,"play, ball, pin, deaf, dumb",0.4297,0.1707,0.0093,0.0432,0.0047,0.2928,0.1576,0.0427,0.0056,0.0008,0.0018,0.0009,0.0133,0.0077,0.0028,0.0016,0.0182,0.005,0.0021,0.0072,0.0009,0.0005,0.002,0.001,0.0008,0.0012,0.0004,0.0003
Underture,"Who's Tommy, The",Act 2,1992,Pete Townshend,Pete Townshend,1.0,0.75,"instrumental, update, january",0.8521,0.0122,0.0222,0.0028,0.0141,0.0012,0.0051,0.049,0.0066,0.0012,0.0012,0.003,0.004,0.0073,0.0044,0.0028,0.0011,0.0011,0.0008,0.0036,0.0021,0.0019,0.0014,0.0107,0.0039,0.0014,0.001,0.001
Go To The Mirror,"Who's Tommy, The",Act 2,1992,Pete Townshend,Pete Townshend,0.4408,0.4816,"feel, hear, touch, heal, doctor",0.4916,0.0217,0.1356,0.0698,0.0139,0.0117,0.0089,0.0118,0.0238,0.0075,0.0066,0.1538,0.0089,0.0542,0.0038,0.0012,0.0104,0.0006,0.0019,0.0157,0.0032,0.0022,0.0018,0.001,0.0113,0.001,0.001,0.0015
"Tommy, Can You Hear Me","Who's Tommy, The",Act 2,1992,Pete Townshend,Pete Townshend,0.1619,0.1905,"tommy, father, mother, hear, feel",0.55,0.0238,0.0268,0.1522,0.0582,0.0045,0.0144,0.004,0.015,0.1103,0.0091,0.0092,0.0057,0.0028,0.0046,0.0036,0.0016,0.0008,0.0021,0.0018,0.0035,0.0054,0.0007,0.0007,0.0059,0.0008,0.0013,0.002
I Believe My Own Eyes,"Who's Tommy, The",Act 2,1992,Pete Townshend,Pete Townshend,0.3249,0.435,"believe, eye, tommy, go, know",0.2663,0.0651,0.0016,0.0025,0.0025,0.0041,0.0093,0.06,0.204,0.0098,0.0068,0.1953,0.0361,0.0016,0.0015,0.0031,0.0556,0.0011,0.0039,0.2527,0.0021,0.0037,0.0034,0.0015,0.0636,0.0021,0.0023,0.0061
Smash The Mirror,"Who's Tommy, The",Act 2,1992,Pete Townshend,Pete Townshend,0.4316,0.4526,"rise, mirror, hear, fear, smash",0.5292,0.0058,0.0019,0.4195,0.001,0.0009,0.3401,0.0077,0.0033,0.0026,0.0014,0.0011,0.0218,0.0102,0.0025,0.0002,0.0071,0.0001,0.0068,0.0042,0.0104,0.0024,0.0025,0.0006,0.0023,0.0021,0.0006,0.0006
I'm Free,"Who's Tommy, The",Act 2,1992,Pete Townshend,Pete Townshend,0.5275,0.4505,"free, follow, freedom, taste, reality",0.6695,0.029,0.0088,0.1814,0.0449,0.0021,0.0305,0.0122,0.0095,0.0025,0.0014,0.0053,0.0179,0.0036,0.0775,0.002,0.004,0.0009,0.0022,0.003,0.0008,0.0007,0.001,0.0006,0.0014,0.001,0.0003,0.0004
Streets Of London 1961-63  Miracle Cure,"Who's Tommy, The",Act 2,1992,Pete Townshend,Pete Townshend,0.6667,0.375,"extra, read, newsboy, pin, ball",0.9278,0.0268,0.0136,0.0022,0.0051,0.005,0.002,0.0134,0.003,0.0009,0.0008,0.0013,0.0036,0.003,0.0037,0.0008,0.0011,0.0008,0.0009,0.0016,0.0011,0.0005,0.0012,0.0016,0.0011,0.0006,0.0003,0.0003
Tommy's Holiday Camp,"Who's Tommy, The",Act 2,1992,Pete Townshend,Pete Townshend,0.5,0.3929,"tommy, holiday, camp, uncle, ernie",0.0888,0.0212,0.078,0.0062,0.3678,0.0068,0.0055,0.0174,0.0094,0.0026,0.0027,0.0027,0.0045,0.0052,0.5149,0.007,0.0019,0.0017,0.0011,0.001,0.0009,0.0011,0.0007,0.0413,0.001,0.001,0.0005,0.0007
Sally Simpson,"Who's Tommy, The",Act 2,1992,Pete Townshend,Pete Townshend,0.3956,0.4598,"tommy, sally, say, know, stage",0.8495,0.0244,0.0211,0.0009,0.0178,0.0137,0.0014,0.0286,0.0032,0.0031,0.0054,0.0028,0.0102,0.0048,0.0046,0.0027,0.0051,0.0018,0.0028,0.0195,0.0046,0.0022,0.0037,0.0012,0.0627,0.0026,0.0038,0.0015
Welcome,"Who's Tommy, The",Act 2,1992,Pete Townshend,Pete Townshend,0.4055,0.4562,"house, come, door, people, comfortable",0.6782,0.13,0.0153,0.0037,0.0114,0.1256,0.0029,0.0069,0.01,0.0091,0.0059,0.0817,0.0055,0.001,0.0018,0.0012,0.0022,0.0013,0.0015,0.0019,0.001,0.0006,0.0011,0.0017,0.0015,0.0004,0.0004,0.0004
Sally Simpson's Question,"Who's Tommy, The",Act 2,1992,Pete Townshend,Pete Townshend,0.5,0.3254,"like, hear, see, tell, want",0.0793,0.0995,0.0133,0.4319,0.0065,0.1369,0.2398,0.0372,0.0168,0.0048,0.0097,0.0149,0.0345,0.0081,0.0013,0.0023,0.0286,0.0028,0.004,0.0454,0.0016,0.0026,0.0018,0.002,0.0028,0.0017,0.0008,0.0013
"We're Not Gonna Take It See Me, Feel Me (Reprise)","Who's Tommy, The",Act 2,1992,Pete Townshend,Pete Townshend,0.2907,0.4279,"go, to, follow, tommy, get",0.307,0.0537,0.2359,0.0043,0.0494,0.0423,0.002,0.012,0.0078,0.0129,0.014,0.0131,0.0405,0.0027,0.0029,0.0052,0.1202,0.0043,0.0142,0.0068,0.0017,0.0016,0.0017,0.0542,0.0158,0.0036,0.0012,0.0748
No One Mourns the Wicked,Wicked,Act 1,2003,Stephen Schwartz,Stephen Schwartz,0.3832,0.4232,"wicked, know, goodness, speak, glinda",0.3071,0.0405,0.036,0.0588,0.1505,0.0258,0.0278,0.0164,0.009,0.029,0.0635,0.0069,0.0428,0.0094,0.003,0.0203,0.0132,0.0038,0.0163,0.0621,0.015,0.0081,0.0243,0.0046,0.1857,0.0043,0.0075,0.0032
Dear Old Shiz,Wicked,Act 1,2003,Stephen Schwartz,Stephen Schwartz,0.6596,0.5426,"shiz, old, oh, dear, speak",0.6912,0.1349,0.0232,0.0422,0.008,0.0379,0.0132,0.021,0.009,0.0021,0.0024,0.0025,0.0036,0.0072,0.0031,0.0015,0.0016,0.0018,0.0011,0.0025,0.0024,0.0012,0.0016,0.0011,0.002,0.001,0.0007,0.0005
The Wizard and I,Wicked,Act 1,2003,Stephen Schwartz,Stephen Schwartz,0.4116,0.3691,"wizard, like, good, elphaba, dear",0.3608,0.0713,0.1125,0.2101,0.0764,0.0178,0.0597,0.0093,0.0672,0.0055,0.0611,0.0486,0.0052,0.0099,0.0032,0.0024,0.004,0.0023,0.0019,0.0032,0.0018,0.001,0.0011,0.0014,0.0016,0.0005,0.0005,0.0005
What Is This Feeling,Wicked,Act 1,2003,Stephen Schwartz,Stephen Schwartz,0.3936,0.4505,"galinda, loathing, elphaba, loathe, feeling",0.1574,0.046,0.0065,0.0456,0.0043,0.0682,0.1349,0.0143,0.0044,0.0065,0.0178,0.0035,0.0845,0.006,0.0325,0.0012,0.0367,0.0012,0.0773,0.0382,0.2046,0.018,0.2188,0.0009,0.0462,0.017,0.0027,0.002
Something Bad,Wicked,Act 1,2003,Stephen Schwartz,Stephen Schwartz,0.6276,0.4276,"bad, dillamond, speak, happen, elphaba",0.2009,0.0249,0.0024,0.0631,0.0035,0.0014,0.0235,0.0139,0.0333,0.0333,0.0045,0.0109,0.0235,0.0025,0.0061,0.0021,0.0223,0.0005,0.0046,0.0923,0.078,0.02,0.0161,0.0011,0.2115,0.0079,0.005,0.3368
Dancing Through Life,Wicked,Act 1,2003,Stephen Schwartz,Stephen Schwartz,0.3372,0.4244,"speak, life, dance, boq, know",0.3501,0.1363,0.0249,0.0615,0.0149,0.2294,0.0189,0.0162,0.0928,0.0186,0.0343,0.066,0.054,0.004,0.0021,0.0021,0.0258,0.0016,0.0074,0.0418,0.0018,0.0019,0.0022,0.0014,0.0205,0.0016,0.0013,0.0102
Popular,Wicked,Act 1,2003,Stephen Schwartz,Stephen Schwartz,0.4442,0.4494,"popular, la, know, speak, galinda",0.2895,0.2329,0.0103,0.0327,0.0641,0.2154,0.015,0.0119,0.1331,0.1271,0.0093,0.0086,0.0072,0.0017,0.087,0.0036,0.0098,0.0033,0.0017,0.003,0.0012,0.0011,0.0008,0.0129,0.0021,0.0007,0.0006,0.0007
I'm Not That Girl,Wicked,Act 1,2003,Stephen Schwartz,Stephen Schwartz,0.5929,0.4357,"girl, sudden, boy, know, wish",0.4688,0.0372,0.0027,0.0011,0.0133,0.0032,0.0024,0.0451,0.0056,0.0098,0.0362,0.0143,0.0407,0.0016,0.0013,0.006,0.0901,0.0013,0.0146,0.1377,0.0022,0.0055,0.0045,0.0006,0.1217,0.0021,0.0034,0.0029
One Short Day,Wicked,Act 1,2003,Stephen Schwartz,Stephen Schwartz,0.3866,0.4331,"day, city, short, elphaba, emerald",0.3537,0.0336,0.088,0.0952,0.1128,0.0926,0.0152,0.0052,0.0201,0.0031,0.0233,0.1699,0.0049,0.0079,0.0795,0.0017,0.0018,0.002,0.0016,0.0025,0.0016,0.0011,0.0013,0.0013,0.0019,0.0006,0.0006,0.0006
A Sentimental Man,Wicked,Act 1,2003,Stephen Schwartz,Stephen Schwartz,0.7101,0.4058,"sentimental, man, wizard, long, father",0.3344,0.1286,0.0026,0.0009,0.0072,0.0385,0.0005,0.0173,0.0183,0.1132,0.0222,0.2304,0.0121,0.0004,0.0008,0.0051,0.0058,0.0039,0.0021,0.0224,0.0012,0.0019,0.0024,0.003,0.0654,0.001,0.0043,0.0039
Defying Gravity,Wicked,Act 1,2003,Stephen Schwartz,Stephen Schwartz,0.3624,0.4178,"hope, happy, glinda, elphaba, gravity",0.2527,0.034,0.0118,0.0085,0.0419,0.0085,0.0065,0.0186,0.3255,0.1064,0.0292,0.064,0.015,0.0027,0.0254,0.0029,0.0379,0.0015,0.0047,0.0456,0.0757,0.0144,0.0021,0.0025,0.1178,0.0014,0.0038,0.0082
Thank Goodness,Wicked,Act 2,2003,Stephen Schwartz,Stephen Schwartz,0.3869,0.4121,"happy, glinda, crowd, thank, goodness",0.2426,0.0702,0.1115,0.0236,0.2285,0.026,0.0162,0.0135,0.0077,0.0279,0.0976,0.0073,0.0067,0.0077,0.0036,0.0115,0.0083,0.0029,0.0029,0.0036,0.0497,0.0065,0.0015,0.2823,0.0039,0.0012,0.0011,0.0011
The Wicked Witch of the East,Wicked,Act 2,2003,Stephen Schwartz,Stephen Schwartz,0.4324,0.3926,"nessarose, speak, boq, nessa, elphaba",0.5006,0.1216,0.0103,0.0296,0.0072,0.023,0.0211,0.014,0.0079,0.0678,0.0103,0.01,0.0782,0.0048,0.0011,0.0017,0.0071,0.0013,0.0493,0.0143,0.0031,0.0026,0.0039,0.0015,0.1158,0.0011,0.0044,0.0073
Wonderful,Wicked,Act 2,2003,Stephen Schwartz,Stephen Schwartz,0.4706,0.4382,"wonderful, wizard, elphaba, oz, believe",0.2263,0.045,0.0499,0.0362,0.1558,0.337,0.0351,0.0243,0.0099,0.0028,0.0236,0.0027,0.0109,0.131,0.122,0.0027,0.0096,0.004,0.0015,0.0097,0.0011,0.0008,0.0012,0.0041,0.0037,0.001,0.0008,0.0004
I'm Not That Girl (Reprise),Wicked,Act 2,2003,Stephen Schwartz,Stephen Schwartz,0.8462,0.5,"wish, girl, glinda, start, wound",0.2552,0.0449,0.0015,0.0014,0.004,0.0021,0.0022,0.0118,0.0137,0.1502,0.2904,0.0712,0.0228,0.0006,0.0009,0.0023,0.1314,0.001,0.0161,0.0249,0.0027,0.0024,0.0054,0.0024,0.0652,0.0011,0.0034,0.0086
As Long as You're Mine,Wicked,Act 2,2003,Stephen Schwartz,Stephen Schwartz,0.4923,0.4615,"long, moment, fiyero, elphaba, hold",0.7564,0.0346,0.0073,0.0211,0.0034,0.0015,0.0096,0.0151,0.0435,0.0158,0.0147,0.0861,0.0069,0.0017,0.001,0.0008,0.005,0.0003,0.0013,0.0059,0.0018,0.0014,0.0011,0.0007,0.0044,0.0004,0.0007,0.0012
No Good Deed,Wicked,Act 2,2003,Stephen Schwartz,Stephen Schwartz,0.4526,0.5368,"good, eleka, nahmen, deed, ah",0.4594,0.0493,0.0014,0.062,0.0019,0.0036,0.3024,0.0203,0.0219,0.0071,0.0029,0.0041,0.0288,0.0023,0.0013,0.0012,0.0657,0.0004,0.0047,0.0891,0.0051,0.0057,0.0027,0.0009,0.0381,0.0028,0.0016,0.0043
March of the Witch Hunters,Wicked,Act 2,2003,Stephen Schwartz,Stephen Schwartz,0.5031,0.4099,"kill, witch, punish, wickedness, ozian",0.4309,0.0412,0.0031,0.0008,0.0052,0.0321,0.001,0.0147,0.0041,0.0048,0.0022,0.002,0.1329,0.0014,0.0029,0.0026,0.0237,0.0045,0.2176,0.0605,0.0037,0.0007,0.029,0.0027,0.01,0.0268,0.0014,0.0034
For Good,Wicked,Act 2,2003,Stephen Schwartz,Stephen Schwartz,0.3458,0.3557,"know, like, change, glinda, elphaba",0.5446,0.1199,0.003,0.0328,0.005,0.0053,0.1804,0.0875,0.0358,0.0075,0.0059,0.0159,0.0082,0.0032,0.0026,0.0023,0.0052,0.001,0.0014,0.0097,0.0014,0.0013,0.0014,0.0018,0.012,0.0037,0.0009,0.0241
Finale,Wicked,Act 2,2003,Stephen Schwartz,Stephen Schwartz,0.5443,0.3797,"wicked, glinda, mourn, good, news",0.1839,0.0528,0.0147,0.0012,0.5723,0.0124,0.0022,0.0283,0.0134,0.0403,0.0067,0.0034,0.0062,0.0024,0.0061,0.1032,0.0051,0.0085,0.0015,0.021,0.0033,0.0106,0.0012,0.0071,0.1299,0.0021,0.0091,0.0033
Queenie Was A Blonde,Wild Party,The Wild Party - Original Off-Broadway Cast,1997,Andrew Lippa,Andrew Lippa,0.3096,0.4257,"burrs, queenie, man, ensemble, men",0.6297,0.0828,0.0102,0.0373,0.0082,0.2086,0.0089,0.0072,0.0037,0.002,0.0451,0.002,0.0058,0.002,0.0028,0.0007,0.0025,0.0012,0.0019,0.0023,0.0021,0.0005,0.0025,0.0007,0.0015,0.0005,0.0004,0.0003
Out Of The Blues,Wild Party,The Wild Party - Original Off-Broadway Cast,1997,Andrew Lippa,Andrew Lippa,0.4447,0.4087,"blue, party, queenie, like, burrs",0.4009,0.0932,0.0371,0.1494,0.0062,0.0439,0.0244,0.0204,0.0195,0.0055,0.0419,0.1133,0.0536,0.0061,0.0022,0.0012,0.0115,0.0007,0.0064,0.0675,0.0028,0.0039,0.0036,0.0011,0.0121,0.0025,0.001,0.002
What A Party,Wild Party,The Wild Party - Original Off-Broadway Cast,1997,Andrew Lippa,Andrew Lippa,0.5217,0.3953,"burrs, ensemble, party, queenie, gang",0.5922,0.0581,0.0365,0.0011,0.0619,0.2277,0.0009,0.0118,0.006,0.0045,0.0023,0.0021,0.0083,0.0039,0.0306,0.0023,0.0025,0.0044,0.0019,0.0024,0.0014,0.0007,0.002,0.005,0.0013,0.0012,0.0005,0.0003
Raise The Roof,Wild Party,The Wild Party - Original Off-Broadway Cast,1997,Andrew Lippa,Andrew Lippa,0.3864,0.5269,"let, ya, raise, roof, queenie",0.6711,0.0567,0.0548,0.0067,0.1024,0.006,0.0023,0.0056,0.0087,0.0062,0.0033,0.003,0.032,0.0016,0.0402,0.0021,0.0053,0.0012,0.0083,0.0015,0.0007,0.0006,0.001,0.0108,0.0008,0.0006,0.0003,0.0003
Look At Me Now,Wild Party,The Wild Party - Original Off-Broadway Cast,1997,Andrew Lippa,Andrew Lippa,0.5279,0.4518,"kate, look, ditch, black, darling",0.3421,0.0966,0.0419,0.0199,0.0771,0.0746,0.005,0.0098,0.0183,0.0713,0.0558,0.0108,0.0054,0.0054,0.0025,0.0093,0.0022,0.0035,0.002,0.007,0.0021,0.0074,0.001,0.0041,0.0999,0.0022,0.004,0.1096
Poor Child,Wild Party,The Wild Party - Original Off-Broadway Cast,1997,Andrew Lippa,Andrew Lippa,0.408,0.5142,"child, poor, burrs, eye, watch",0.4543,0.0427,0.0053,0.0593,0.0037,0.2527,0.0204,0.0068,0.0176,0.01,0.0059,0.0035,0.0597,0.0022,0.0027,0.0008,0.0156,0.0011,0.0144,0.0425,0.0021,0.0017,0.0046,0.0009,0.1018,0.0035,0.0042,0.0016
An Old-Fashioned Love Story,Wild Party,The Wild Party - Original Off-Broadway Cast,1997,Andrew Lippa,Andrew Lippa,0.4752,0.495,"girl, old, story, like, lesbian",0.2608,0.119,0.0189,0.0687,0.0529,0.1566,0.0123,0.0263,0.0158,0.0088,0.136,0.0592,0.0123,0.0028,0.0508,0.0019,0.008,0.0023,0.0027,0.0836,0.002,0.0016,0.002,0.002,0.0589,0.0012,0.0017,0.0016
By Now The Room Was Moving,Wild Party,The Wild Party - Original Off-Broadway Cast,1997,Andrew Lippa,Andrew Lippa,0.4296,0.4099,"kate, burrs, black, queenie, dance",0.5892,0.0835,0.0232,0.2339,0.0101,0.004,0.0381,0.0121,0.0234,0.0073,0.0507,0.0088,0.0112,0.0162,0.0031,0.0012,0.0042,0.0005,0.0053,0.0036,0.0023,0.0011,0.0015,0.0006,0.0022,0.0008,0.0005,0.0008
The Juggernaut,Wild Party,The Wild Party - Original Off-Broadway Cast,1997,Andrew Lippa,Andrew Lippa,0.3465,0.3937,"juggernaut, foot, hand, step, turn",0.8366,0.0653,0.0062,0.0889,0.003,0.0034,0.0094,0.0178,0.0124,0.0041,0.0018,0.0038,0.0039,0.0017,0.0022,0.0008,0.0017,0.0005,0.0008,0.0014,0.0008,0.0005,0.0007,0.0007,0.0008,0.0003,0.0002,0.0003
"A Wild, Wild Party",Wild Party,The Wild Party - Original Off-Broadway Cast,1997,Andrew Lippa,Andrew Lippa,0.3378,0.4027,"wild, oscar, party, phil, queenie",0.3761,0.0592,0.1777,0.046,0.2087,0.029,0.0093,0.0264,0.0599,0.0054,0.0709,0.0143,0.0238,0.0726,0.0095,0.0029,0.0082,0.003,0.0043,0.0068,0.0019,0.0014,0.0019,0.0026,0.0024,0.0024,0.0007,0.0006
Two Of A Kind,Wild Party,The Wild Party - Original Off-Broadway Cast,1997,Andrew Lippa,Andrew Lippa,0.4258,0.3672,"mae, eddie, kind, hard, try",0.1003,0.1083,0.0545,0.0735,0.141,0.4402,0.0247,0.0077,0.0069,0.0045,0.2869,0.0035,0.0034,0.0043,0.008,0.0015,0.0043,0.0017,0.0022,0.003,0.0011,0.0012,0.0009,0.0012,0.0023,0.0006,0.0006,0.0007
Maybe I Like It This Way,Wild Party,The Wild Party - Original Off-Broadway Cast,1997,Andrew Lippa,Andrew Lippa,0.4686,0.4541,"way, maybe, like, know, ask",0.1549,0.1075,0.0096,0.077,0.0245,0.1007,0.222,0.0396,0.0446,0.0106,0.4923,0.0131,0.0068,0.012,0.0041,0.002,0.0154,0.0016,0.0031,0.0281,0.1432,0.0331,0.0035,0.0008,0.0191,0.0018,0.0028,0.0041
